,Journal title,Journal ISSN (print version),Journal EISSN (online version),APC amount,Currency
8413,Emergency Medicine International,2090-2840,2090-2859,1300.0,USD - US Dollar
8414,Rehabilitation Research and Practice,2090-2867,2090-2875,1025.0,USD - US Dollar
8415,Journal of Skin Cancer,2090-2905,2090-2913,1025.0,USD - US Dollar
8416,Journal of Drug Delivery ,2090-3014,2090-3022,1025.0,USD - US Dollar
8417,Journal of Lipids,2090-3030,2090-3049,1025.0,USD - US Dollar
8418,Journal of Pathogens,2090-3057,2090-3065,1025.0,USD - US Dollar
8419,Prostate Cancer,2090-3111,2090-312X,1025.0,USD - US Dollar
8420,Genetics Research International,2090-3154,2090-3162,1025.0,USD - US Dollar
8421,International Journal of Breast Cancer,2090-3170,2090-3189,1025.0,USD - US Dollar
8423,International Journal of Hepatology,2090-3448,2090-3456,1025.0,USD - US Dollar
8424,Advances in Orthopedics,2090-3464,2090-3472,1025.0,USD - US Dollar
8425,Advances in Preventive Medicine,2090-3480,2090-3499,775.0,USD - US Dollar
8426,International Journal of Electrochemistry,2090-3529,2090-3537,1025.0,USD - US Dollar
8427,Sleep Disorders,2090-3545,2090-3553,775.0,USD - US Dollar
8428,Child Development Research,2090-3987,2090-3995,775.0,USD - US Dollar
8429,Education Research International,2090-4002,2090-4010,1025.0,USD - US Dollar
8430,Ain Shams Engineering Journal,2090-4479,,650.0,USD - US Dollar
8433,Neural Plasticity,2090-5904,1687-5443,1900.0,USD - US Dollar
8436,Case Reports in Anesthesiology,2090-6382,2090-6390,575.0,USD - US Dollar
8437,Case Reports in Cardiology,2090-6404,2090-6412,575.0,USD - US Dollar
8438,Case Reports in Critical Care,2090-6420,2090-6439,575.0,USD - US Dollar
8439,Case Reports in Dentistry ,2090-6447,2090-6455,575.0,USD - US Dollar
8440,Case Reports in Dermatological Medicine,2090-6463,2090-6471,575.0,USD - US Dollar
8441,Case Reports in Emergency Medicine,2090-648X,2090-6498,575.0,USD - US Dollar
8442,Case Reports in Endocrinology,2090-6501,2090-651X,575.0,USD - US Dollar
8443,Case Reports in Gastrointestinal Medicine,2090-6528,2090-6536,575.0,USD - US Dollar
8444,Case Reports in Genetics,2090-6544,2090-6552,575.0,USD - US Dollar
8445,Case Reports in Hematology,2090-6560,2090-6579,575.0,USD - US Dollar
8446,Case Reports in Hepatology,2090-6587,2090-6595,575.0,USD - US Dollar
8447,Case Reports in Immunology,2090-6609,2090-6617,575.0,USD - US Dollar
8448,Case Reports in Infectious Diseases,2090-6625,2090-6633,575.0,USD - US Dollar
8449,Case Reports in Nephrology,2090-6641,2090-665X,575.0,USD - US Dollar
8450,Case Reports in Neurological Medicine,2090-6668,2090-6676,575.0,USD - US Dollar
8451,Case Reports in Obstetrics and Gynecology,2090-6684,2090-6692,575.0,USD - US Dollar
8452,Case Reports in Oncological Medicine,2090-6706,2090-6714,575.0,USD - US Dollar
8453,Case Reports in Ophthalmological Medicine,2090-6722,2090-6730,575.0,USD - US Dollar
8454,Case Reports in Orthopedics,2090-6749,2090-6757,575.0,USD - US Dollar
8455,Case Reports in Otolaryngology,2090-6765,2090-6773,575.0,USD - US Dollar
8456,Case Reports in Pathology,2090-6781,2090-679X,575.0,USD - US Dollar
8457,Case Reports in Pediatrics,2090-6803,2090-6811,575.0,USD - US Dollar
8458,Case Reports in Psychiatry,2090-682X,2090-6838,575.0,USD - US Dollar
8459,Case Reports in Pulmonology,2090-6846,2090-6854,575.0,USD - US Dollar
8460,Case Reports in Radiology,2090-6862,2090-6870,575.0,USD - US Dollar
8461,Case Reports in Rheumatology,2090-6889,2090-6897,575.0,USD - US Dollar
8462,Case Reports in Surgery,2090-6900,2090-6919,575.0,USD - US Dollar
8463,Case Reports in Transplantation,2090-6943,2090-6951,575.0,USD - US Dollar
8464,Case Reports in Urology,2090-696X,2090-6978,575.0,USD - US Dollar
8465,Case Reports in Vascular Medicine,2090-6986,2090-6994,575.0,USD - US Dollar
8466,Case Reports in Veterinary Medicine,2090-7001,2090-701X,575.0,USD - US Dollar
8467,Journal of Computer Networks and Communications,2090-7141,2090-715X,1025.0,USD - US Dollar
8470,Journal of Addiction,2090-7834,2090-7850,775.0,USD - US Dollar
8471,Cardiology Research and Practice,2090-8016,2090-0597,1600.0,USD - US Dollar
8472,International Journal of Alzheimer's Disease,2090-8024,2090-0252,775.0,USD - US Dollar
8473,International Journal of Inflammation,2090-8040,2042-0099,1025.0,USD - US Dollar
8474,Journal of Osteoporosis,2090-8059,2042-0064,1025.0,USD - US Dollar
8475,Journal of Thyroid Research,2090-8067,2042-0072,1025.0,USD - US Dollar
8476,Malaria Research and Treatment,2090-8075,2044-4362,775.0,USD - US Dollar
8477,Parkinson's Disease,2090-8083,2042-0080,1300.0,USD - US Dollar
8478,Stroke Research and Treatment ,2090-8105,2042-0056,1025.0,USD - US Dollar
8479,Veterinary Medicine International,2090-8113,2042-0048,775.0,USD - US Dollar
8480,Journal of Analytical Methods in Chemistry,2090-8865,2090-8873,1600.0,USD - US Dollar
8481,Journal of Chemistry,2090-9063,2090-9071,1600.0,USD - US Dollar
8482,Scientifica,,2090-908X,1025.0,USD - US Dollar
8485,Journal of Pharmaceutics,2090-9918,2090-7818,1025.0,USD - US Dollar
8491,International Journal of Occupational Safety and Health,,2091-0878,100.0,USD - US Dollar
8498,International Journal of Naval Architecture and Ocean Engineering,2092-6782,,1000.0,USD - US Dollar
8501,Infection & Chemotherapy ,2093-2340,2092-6448,200.0,USD - US Dollar
8504,Journal of Astronomy and Space Sciences,2093-5587,2093-1409,600.0,USD - US Dollar
8512,Theoretical and Applied Mechanics Letters,2095-0349,,1000.0,USD - US Dollar
8519,Cancer Biology & Medicine,2095-3941,,1500.0,USD - US Dollar
8520,Bone Research,2095-4700,2095-6231,2650.0,GBP - Pound Sterling
8521,High Power Laser Science and Engineering,2095-4719,2052-3289,1050.0,GBP - Pound Sterling
8522,National Science Review,2095-5138,2053-714X,1200.0,GBP - Pound Sterling
8523,Infectious Diseases of Poverty,2095-5162,2049-9957,1370.0,GBP - Pound Sterling
8528,Journal of Agricultural Resources and Environment,2095-6819,,2000.0,CNY - Yuan Renminbi
8532,Engineering,2095-8099,2096-0026,1000.0,USD - US Dollar
8537,Progress in Fishery Sciences,2095-9869,,220.0,CNY - Yuan Renminbi
8541,Zhongxiyi Jiehe Huli (Zhong-Yingwen Ban),2096-0867,,280.0,USD - US Dollar
8545,Forensic Sciences Research,2096-1790,2471-1411,1500.0,USD - US Dollar
8547,Oil Crop Science,2096-2428,2666-626X,800.0,USD - US Dollar
8551,Liver Research,2096-2878,2542-5684,800.0,USD - US Dollar
8557,Big Earth Data,2096-4471,2574-5417,1000.0,USD - US Dollar
8565,Precision Clinical Medicine,2096-5303,2516-1571,1000.0,GBP - Pound Sterling
8579,EPJ Photovoltaics,,2105-0716,300.0,EUR - Euro
8583,International Journal of Metrology and Quality Engineering ,,2107-6847,1100.0,EUR - Euro
8584,Public Health Reviews,,2107-6952,1370.0,GBP - Pound Sterling
8593,Annals of Intensive Care,,2110-5820,1375.0,GBP - Pound Sterling
8598,Journal of Space Weather and Space Climate ,,2115-7251,1000.0,EUR - Euro
8635,International Journal of Economics and Financial Issues,2146-4138,,300.0,USD - US Dollar
8636,International Review of Management and Marketing ,2146-4405,,300.0,USD - US Dollar
8638,International Journal of Energy Economics and Policy,,2146-4553,590.0,USD - US Dollar
8642,Eğitim Bilimleri Araştırmaları Dergisi,,2146-5266,500.0,TRY - Turkish Lira
8657,Tarih Kültür ve Sanat Araştırmaları Dergisi,,2147-0626,450.0,TRY - Turkish Lira
8667,International Journal of Research In Business and Social Science,,2147-4478,120.0,EUR - Euro
8668,International Journal of Finance & Banking Studies,2147-4486,,100.0,EUR - Euro
8689,Ulakbilge: Sosyal Bilimler Dergisi,,2148-0451,200.0,TRY - Turkish Lira
8692,Turkish Journal of Agriculture: Food Science and Technology,,2148-127X,40.0,USD - US Dollar
8713,Journal of Academic Social Science Studies ,2148-4163,2147-2971,275.0,TRY - Turkish Lira
8731,Crescent Journal of Medical and Biological Sciences ,,2148-9696,500.0,USD - US Dollar
8737,"Journal of Accounting, Finance and Auditing Studies",,2149-0996,50.0,USD - US Dollar
8748,Journal for the Education of Gifted Young Scientists,2149-360X,2149-360X,350.0,USD - US Dollar
8770,Journal of Primary Care & Community Health,2150-1319,2150-1327,1200.0,USD - US Dollar
8773,Health and Human Rights,,2150-4113,2000.0,USD - US Dollar
8775,Virulence,2150-5594,2150-5608,1950.0,USD - US Dollar
8777,mBio,,2150-7511,2250.0,USD - US Dollar
8778,Ecosphere,,2150-8925,1500.0,USD - US Dollar
8781,"International Journal of Biodiversity Science, Ecosystem Services & Management",2151-3732,2151-3740,1000.0,USD - US Dollar
8782,Geriatric Orthopaedic Surgery & Rehabilitation,2151-4585,2151-4593,1500.0,USD - US Dollar
8785,"Journal of Agriculture, Food Systems, and Community Development",2152-0798,2152-0801,500.0,USD - US Dollar
8787,Aging and Disease,,2152-5250,2000.0,USD - US Dollar
8788,Allergy & Rhinology,,2152-6567,750.0,USD - US Dollar
8806,Clinical and Translational Gastroenterology,,2155-384X,2800.0,USD - US Dollar
8807,Human-Wildlife Interactions,,2155-3874,1200.0,USD - US Dollar
8810,Journal of Drug Assessment,,2155-6660,1000.0,USD - US Dollar
8811,Journal of Integrated Pest Management,,2155-7470,721.0,USD - US Dollar
8813,Dental Hypotheses,,2155-8213,17500.0,INR - Indian Rupee
8815,Journal of Evidence-Based Complementary & Alternative Medicine,2156-5872,2156-5899,1200.0,USD - US Dollar
8817,Biomedical Optics Express,,2156-7085,2130.0,USD - US Dollar
8824,Stem Cells Translational Medicine,2157-6564,2157-6580,1750.0,USD - US Dollar
8826,American Journal of Perinatology Reports,2157-6998,2157-7005,2300.0,USD - US Dollar
8828,Oncogenesis,,2157-9024,2600.0,GBP - Pound Sterling
8830,Forest Science and Technology,2158-0103,2158-0715,1000.0,USD - US Dollar
8831,International Journal of Biomedicine,2158-0510,2158-0529,400.0,USD - US Dollar
8835,SAGE Open,,2158-2440,800.0,USD - US Dollar
8836,Translational Psychiatry,,2158-3188,2400.0,GBP - Pound Sterling
8837,AIP Advances,,2158-3226,1350.0,USD - US Dollar
8851,Optical Materials Express,,2159-3930,2062.0,USD - US Dollar
8861,"G3: Genes, Genomes, Genetics",,2160-1836,1950.0,USD - US Dollar
8862,Physical Review X,,2160-3308,3600.0,USD - US Dollar
8864,Tremor and Other Hyperkinetic Movements,,2160-8288,800.0,USD - US Dollar
8866,Journal of European CME,,2161-4083,1250.0,EUR - Euro
8869,International Journal of MCH and AIDS,2161-8674,2161-864X,500.0,USD - US Dollar
8872,Molecular Therapy: Nucleic Acids,2162-2531,,3650.0,USD - US Dollar
8874,Brain and Behavior,,2162-3279,2700.0,USD - US Dollar
8876,Experimental Hematology & Oncology,,2162-3619,1495.0,GBP - Pound Sterling
8877,Adipocyte,2162-3945,2162-397X,1950.0,USD - US Dollar
8878,OncoImmunology,,2162-402X,2950.0,USD - US Dollar
8881,CPT: Pharmacometrics & Systems Pharmacology,,2163-8306,3000.0,USD - US Dollar
8883,International Journal of Business and Social Research ,2164-2540,2164-2559,200.0,USD - US Dollar
8884,Systems Science & Control Engineering,,2164-2583,1200.0,USD - US Dollar
8885,Translational Vision Science & Technology,,2164-2591,1850.0,USD - US Dollar
8886,Health Psychology and Behavioral Medicine,,2164-2850,750.0,USD - US Dollar
8889,BioResearch Open Access,,2164-7860,1200.0,USD - US Dollar
8890,Global Advances in Health and Medicine,2164-957X,2164-9561,1800.0,USD - US Dollar
8891,"Urban, Planning and Transport Research",,2165-0020,600.0,USD - US Dollar
8893,Stability : International Journal of Security and Development,,2165-2627,250.0,GBP - Pound Sterling
8894,Bioengineered,2165-5979,2165-5987,2250.0,USD - US Dollar
8895,European Journal of Educational Research ,,2165-8714,250.0,USD - US Dollar
8896,Materials Research Letters,,2166-3831,1500.0,USD - US Dollar
8897,Development Studies Research,,2166-5095,600.0,USD - US Dollar
8898,APL Materials,,2166-532X,2200.0,USD - US Dollar
8901,Christian Journal for Global Health,,2167-2415,700.0,USD - US Dollar
8905,PeerJ,,2167-8359,1195.0,USD - US Dollar
8908,Journal of Arts and Humanities,,2167-9053,200.0,USD - US Dollar
8909,Applications in Plant Sciences,,2168-0450,1400.0,USD - US Dollar
8911,"Regional Studies, Regional Science",,2168-1376,1200.0,USD - US Dollar
8912,IEEE Journal of Translational Engineering in Health and Medicine  ,,2168-2372,1350.0,USD - US Dollar
8913,Open Journal of Occupational Therapy ,2168-6408,,250.0,USD - US Dollar
8915,IEEE Journal of the Electron Devices Society,,2168-6734,1350.0,USD - US Dollar
8919,"Artificial Cells, Nanomedicine, and Biotechnology",2169-1401,2169-141X,1950.0,USD - US Dollar
8920,Archives of Scientific Psychology,,2169-3269,3000.0,USD - US Dollar
8921,Production and Manufacturing Research: An Open Access Journal,,2169-3277,1000.0,USD - US Dollar
8922,IEEE Access,,2169-3536,1750.0,USD - US Dollar
8926,"Plastic and Reconstructive Surgery, Global Open",,2169-7574,2195.0,USD - US Dollar
8976,"European Journal of Investigation in Health, Psychology and Education",2174-8144,2254-9625,1000.0,CHF - Swiss Franc
9057,UNINGÁ Review,,2178-2571,50.0,BRL - Brazilian Real
9084,Revista de Saúde,,2179-2739,250.0,BRL - Brazilian Real
9097,Biota Amazônia,,2179-5746,12.0,BRL - Brazilian Real
9101,Revista de Enfermagem da Universidade Federal de Santa Maria,2179-7692,,350.0,BRL - Brazilian Real
9106,Revista Pró-UniverSUS,,2179-8931,20.0,BRL - Brazilian Real
9113,International Journal of Food Studies,,2182-1054,400.0,EUR - Euro
9117,Journal of Internet Services and Information Security,2182-2069,2182-2077,550.0,USD - US Dollar
9131,Revista GAMA,2182-8539,2182-8725,216.0,EUR - Euro
9132,Revista CROMA,2182-8547,2182-8717,216.0,EUR - Euro
9142,Media and Communication,,2183-2439,900.0,EUR - Euro
9143,Politics and Governance,,2183-2463,900.0,EUR - Euro
9144,Social Inclusion,,2183-2803,900.0,EUR - Euro
9147,Street Art & Urban Creativity,2183-3869,2183-9956,50.0,EUR - Euro
9158,Urban Planning,,2183-7635,900.0,EUR - Euro
9170,International Journal of Development and Sustainability,,2186-8662,260.0,USD - US Dollar
9182,Biophysics and Physicobiology,,2189-4779,35000.0,JPY - Yen
9183,Fujita Medical Journal,2189-7247,2189-7255,120000.0,JPY - Yen
9184,Journal of General and Family Medicine,,2189-7948,2500.0,USD - US Dollar
9189,Environmental Sciences Europe,,2190-4715,695.0,GBP - Pound Sterling
9190,Earth System Dynamics,2190-4979,2190-4987,1470.0,EUR - Euro
9194,Journal of Mathematics in Industry,,2190-5983,865.0,GBP - Pound Sterling
9195,"Journal of Cachexia, Sarcopenia and Muscle",2190-5991,2190-6009,2500.0,USD - US Dollar
9197,OASIcs : OpenAccess Series in Informatics,2190-6807,,60.0,EUR - Euro
9199,Journal of Mathematical Neuroscience,,2190-8567,865.0,GBP - Pound Sterling
9201,Heterocyclic Communications,,2191-0197,1500.0,EUR - Euro
9202,Main Group Metal Chemistry,,2191-0219,1000.0,EUR - Euro
9203,Journal of the Mechanical Behavior of Materials,,2191-0243,500.0,EUR - Euro
9204,Journal of Intelligent Systems,,2191-026X,1000.0,EUR - Euro
9205,High Temperature Materials and Processes,,2191-0324,1000.0,EUR - Euro
9206,Science and Engineering of Composite Materials,,2191-0359,1000.0,EUR - Euro
9207,AMB Express,,2191-0855,1370.0,GBP - Pound Sterling
9208,ChemistryOpen,,2191-1363,2500.0,EUR - Euro
9209,Health Economics Review,,2191-1991,1020.0,GBP - Pound Sterling
9210,EJNMMI Research,,2191-219X,1255.0,GBP - Pound Sterling
9211,Journal of Applied Volcanology,,2191-5040,825.0,GBP - Pound Sterling
9214,Nanotechnology Reviews,2191-9089,2191-9097,1000.0,EUR - Euro
9216,Mechanical Sciences,2191-9151,2191-916X,710.0,EUR - Euro
9217,Advances in Nonlinear Analysis,2191-9496,2191-950X,1000.0,EUR - Euro
9218,Green Processing and Synthesis,,2191-9550,1000.0,EUR - Euro
9219,"Energy, Sustainability and Society",,2192-0567,730.0,GBP - Pound Sterling
9220,"Journal of Cloud Computing: Advances, Systems and Applications",,2192-113X,630.0,GBP - Pound Sterling
9222,Human-Centric Computing and Information Sciences,,2192-1962,755.0,GBP - Pound Sterling
9227,International Journal of Engineering Pedagogy (iJEP),2192-4880,,150.0,EUR - Euro
9228,Journal of Innovation and Entrepreneurship,,2192-5372,695.0,GBP - Pound Sterling
9229,Global Spine Journal,2192-5682,2192-5690,1500.0,USD - US Dollar
9231,Nonlinear Engineering,2192-8010,2192-8029,500.0,EUR - Euro
9232,JIMD Reports,2192-8304,2192-8312,2000.0,USD - US Dollar
9233,Nanophotonics,,2192-8614,1950.0,EUR - Euro
9234,Fossil Record,2193-0066,2193-0074,780.0,EUR - Euro
9235,"Geoscientific Instrumentation, Methods and Data Systems",2193-0856,2193-0864,960.0,EUR - Euro
9236,EPJ Data Science,,2193-1127,865.0,GBP - Pound Sterling
9239,Environmental Systems Research,,2193-2697,695.0,GBP - Pound Sterling
9242,Journal of Causal Inference,,2193-3685,1000.0,EUR - Euro
9243,Journal of Fuzzy Set Valued Analysis,,2193-4169,100.0,EUR - Euro
9244,Communications in Numerical Analysis,,2193-4215,100.0,EUR - Euro
9246,Journal of Neurological Surgery Reports,2193-6358,2193-6366,1150.0,USD - US Dollar
9249,Agricultural and Food Economics,,2193-7532,650.0,EUR - Euro
9250,Crime Science,,2193-7680,990.0,GBP - Pound Sterling
9252,Dermatology and Therapy,2193-8210,2190-9172,2500.0,GBP - Pound Sterling
9253,Infectious Diseases and Therapy,2193-8229,2193-6382,2500.0,GBP - Pound Sterling
9254,Pain and Therapy,2193-8237,2193-651X,2500.0,GBP - Pound Sterling
9255,Ophthalmology and Therapy,2193-8245,2193-6528,2500.0,GBP - Pound Sterling
9256,Neurology and Therapy,2193-8253,2193-6536,2500.0,GBP - Pound Sterling
9257,Cardiology and Therapy,2193-8261,2193-6544,2500.0,GBP - Pound Sterling
9258,IZA Journal of Labor Economics,,2193-8997,980.0,GBP - Pound Sterling
9262,IZA Journal of Migration,,2193-9039,980.0,GBP - Pound Sterling
9265,Complex Adaptive Systems Modeling,,2194-3206,695.0,GBP - Pound Sterling
9270,International Journal of Bipolar Disorders,,2194-7511,1370.0,GBP - Pound Sterling
9271,European Journal of Pediatric Surgery Reports,2194-7619,2194-7627,1250.0,EUR - Euro
9272,The Thoracic & Cardiovascular Surgeon Reports,2194-7635,2194-7643,1640.0,EUR - Euro
9273,Health & Justice,,2194-7899,730.0,GBP - Pound Sterling
9275,Journal of Sensors and Sensor Systems,2194-8771,2194-878X,630.0,EUR - Euro
9277,Journal of Software Engineering Research and Development,,2195-1721,885.0,EUR - Euro
9282,European Journal of Futures Research,2195-4194,2195-2248,1000.0,EUR - Euro
9283,Mathematics Education Trends and Research,2195-4372,,100.0,EUR - Euro
9285,Geothermal Energy Science,2195-4771,2195-478X,800.0,EUR - Euro
9288,Journal of Statistical Distributions and Applications,,2195-5832,695.0,GBP - Pound Sterling
9289,EPJ Techniques and Instrumentation,,2195-7045,1000.0,EUR - Euro
9291,"Life Sciences, Society and Policy",,2195-7819,755.0,GBP - Pound Sterling
9293,Geothermal Energy,,2195-9706,905.0,GBP - Pound Sterling
9295,EPJ Quantum Technology,,2196-0763,1100.0,EUR - Euro
9296,Journal of Big Data,,2196-1115,785.0,GBP - Pound Sterling
9298,International Journal of Food Contamination,,2196-2804,1120.0,GBP - Pound Sterling
9299,Geoscience Letters,,2196-4092,800.0,EUR - Euro
9301,Applied Adhesion Science,,2196-4351,1000.0,EUR - Euro
9307,Chemical and Biological Technologies in Agriculture,,2196-5641,850.0,GBP - Pound Sterling
9309,Earth Surface Dynamics,2196-6311,2196-632X,1560.0,EUR - Euro
9311,International Journal of STEM Education,,2196-7822,855.0,EUR - Euro
9315,Journal of Experimental Orthopaedics,,2197-1153,1120.0,GBP - Pound Sterling
9316,Injury Epidemiology,,2197-1714,1390.0,GBP - Pound Sterling
9317,Triple Helix,,2197-1927,380.0,EUR - Euro
9318,s u b  u r b a n : zeitschrift für kritische stadtforschung,2197-2567,,700.0,EUR - Euro
9319,ROBOMECH Journal,,2197-4225,950.0,EUR - Euro
9320,Intensive Care Medicine Experimental,,2197-425X,1425.0,EUR - Euro
9321,Progress in Earth and Planetary Science,,2197-4284,1000.0,EUR - Euro
9322,Computational Social Networks ,,2197-4314,730.0,GBP - Pound Sterling
9324,South Eastern European Journal of Public Health,,2197-5248,400.0,EUR - Euro
9328,EJNMMI Physics,,2197-7364,1120.0,GBP - Pound Sterling
9329,Computational Astrophysics and Cosmology,,2197-7909,1000.0,EUR - Euro
9330,"International Journal of Recent Contributions from Engineering, Science & IT",,2197-8581,190.0,EUR - Euro
