journal_full_title,2015,2016,2017,2018,2019,2020,issn,issn_print,issn_electronic,issn_l
Sexual Medicine,2278.32,2015.0,2015.0,1347.04,1348.825,,2050-1161,2050-1161,,2050-1161
Sports,,,,260.85285714285715,478.70099999999996,,2075-4663,,2075-4663,2075-4663
Diagnostics,,,,512.26,584.395,1326.35,2075-4418,,2075-4418,2075-4418
SAGE Open Nursing,,,,,382.41,,2377-9608,2377-9608,2377-9608,2377-9608
Data Science Journal,,,480.78,497.0,433.37000000000006,,1683-1470,,1683-1470,1683-1470
Social Sciences & Humanities Open,,,,,437.45,,2590-2911,2590-2911,,2590-2911
Vaccines,,293.72,370.48,435.03,843.8199999999998,,2076-393X,,2076-393X,2076-393X
Information,,,,,753.34,,2078-2489,,2078-2489,2078-2489
C — Journal of Carbon Research,,,,,699.5,,2311-5629,,2311-5629,2311-5629
Frontiers in Communication,,,845.47,876.882,798.018,,2297-900X,,2297-900X,2297-900X
Interdisciplinary Neurosurgery,,,,928.2,779.37,,2214-7519,2214-7519,,2214-7519
Virus Evolution,,,,1820.1466666666668,1907.02,,2057-1577,,2057-1577,2057-1577
Journal of Civil Engineering and Architecture,,,1133.3333333333333,953.5,,,1934-7359,1934-7359,1934-7367,1934-7367
Electronic Journal of Biotechnology,,,285.0,,,,0717-3458,0717-3458,0717-3458,0717-3458
Minerals,,,784.4433333333333,903.2314285714284,952.24,,2075-163X,2075-163X,2075-163X,2075-163X
International Journal of Telemedicine and Applications,,,,1048.0,,,1687-6415,1687-6415,1687-6423,1687-6415
Journal of Environmental Hydrology,,,,244.0,,,1058-3912,,,1058-3912
Lubricants,,,303.19500000000005,280.34375,464.16,,2075-4442,,2075-4442,2075-4442
Computers,,,,308.0,,,2073-431X,,2073-431X,2073-431X
"Journal of Fluid Flow, Heat and Mass Transfer",,,381.73,366.0,,,2368-6111,,2368-6111,2368-6111
Cogent Mathematics,,,1326.52,452.0,,,2331-1835,,2331-1835,2331-1835
Natural Resources,,573.0,2016.0,491.0,,,2158-706X,2158-706X,2158-7086,2158-706X
Geosciences,,,312.5379999999999,445.80125,657.8895652173912,,2076-3263,,2076-3263,2076-3263
Journal of Geographic Information System,,,,646.0,,,2151-1950,2151-1950,2151-1969,2151-1950
Aeronautics and Aerospace Open Access Journal,,,853.6,675.0,,,2576-4500,,2576-4500,2576-4500
The International Journal of Multiphysics,,,,712.0,,,1750-9548,1750-9548,,1750-9548
International Journal of Rotating Machinery,,,490.8,924.2133333333333,,,1023-621X,1023-621X,1542-3034,1023-621X
Journal of Earth Sciences and Geotechnical Engineering,,,,90.11764705882355,,,1792-9040,1792-9040,1792-9660,1792-9040
"International Journal of Biodiversity Science, Ecosystem Services & Management",,,562.5,891.76,,,2151-3732,2151-3732,2151-3740,2151-3732
"Urban, Planning and Transport Research",,444.0,659.26,992.8,,,2165-0020,,2165-0020,2165-0020
International Biomechanics,1115.0,,,,,,2333-5432,,2333-5432,2333-5432
"Clinical, Cosmetic and Investigational Dentistry",,1584.0,2016.0,1878.0,,,1179-1357,,1179-1357,1179-1357
International Journal of Social Science Studies,283.61,226.9,,,,,2324-8041,2324-8033,2324-8041,2324-8033
Biomarker Insights,1622.9,2015.0,1415.0,,,,1177-2719,1177-2719,1177-2719,1177-2719
Contemporary Management Research,,,516.0,,,,1813-5498,1813-5498,1813-5498,1813-5498
Acta Biomaterialia Odontologica Scandinavica,,,,575.0,,,2333-7931,,2333-7931,2333-7931
Forensic Science & Addiction Research,,,,894.0,,,2578-0042,,2578-0042,2578-0042
Reproductive Biomedicine & Society Online,,,1802.31,1802.775,1722.273333333333,,2405-6618,2405-6618,,2405-6618
Drug Delivery,,,1339.6133333333335,1478.98,1734.85,,1071-7544,1071-7544,1521-0464,1071-7544
Sexual and Reproductive Health Matters,,,,,1768.11,,2641-0397,,2641-0397,2641-0397
Problems of Education in the 21st Century,,,,,358.11,,2538-7111,1822-7864,2538-7111,1822-7864
Etikk i praksis - Nordic Journal of Applied Ethics,,428.108,2016.0,2016.0,680.44,,1890-4009,1890-3991,1890-4009,1890-3991
Electrochemistry Communications,,,2837.74,2017.0,814.5250000000002,,1388-2481,1388-2481,,1388-2481
International Journal of Computational Intelligence Systems,,,350.0,2017.0,850.0,,1875-6883,,1875-6883,1875-6883
Clinical and Experimental Dental Research,1338.0,2015.0,2015.0,2015.0,1625.54,,2057-4347,,,2057-4347
Journal of Neuropsychopharmacology & Mental Health,827.0,,,,,,2472-095X,,2472-095X,2472-095X
Clinical and Translational Gastroenterology,900.0,809.8,2438.05,2320.5,2460.306666666667,,2155-384X,2155-384X,2155-384X,2155-384X
Diversity & Equality in Health and Care,,360.0,,,,,2049-5471,,2049-5471,2049-5471
International Journal of Gynecology & Clinical Practices,,374.0,,,,,2394-4986,,2394-4986,2394-4986
Vascular Health and Risk Management,,,1594.79,2017.0,1882.58,,1178-2048,,1178-2048,1176-6344
Robotics,,,323.4,253.67,341.46625,,2218-6581,,2218-6581,2218-6581
Journal of Diabetes Research and Therapy,,,667.0,,,,2380-5544,,2380-5544,2380-5544
Maritime Studies,747.2216666666667,891.216,849.0,,,,2212-9790,,2212-9790,1872-7859
PAIN Reports,,,1686.3625,1762.745,,,2471-2531,2471-2531,,2471-2531
Integrative Cancer Therapies,,963.65,2016.0,1228.885,1265.065,,1534-7354,1534-7354,1552-695X,1534-7354
JBMR Plus,,,,1691.71,1657.6899999999996,,2473-4039,,,2473-4039
The Electronic Journal of e-Government,,,,310.9650000000001,,,1479-439X,,,1479-439X
Ecosystems and People,,,,,1011.2,,2639-5908,2639-5908,2639-5916,2639-5908
"Endocrinology, Diabetes & Metabolism",,,,1162.965,1186.21,1808.8,2398-9238,2398-9238,2398-9238,2398-9238
NFS Journal,,,,,1293.31,,2352-3646,2352-3646,,2352-3646
"Discourse, Context & Media",,,,,1339.5366666666666,,2211-6958,2211-6958,,2211-6958
Frontiers in Sports and Active Living,,,,,1719.6339999999993,1809.58,2624-9367,,2624-9367,2624-9367
Business Systems Research Journal,,,,,249.48,,1847-9375,,1847-9375,1847-8344
Infection Prevention in Practice,,,,,559.53,,2590-0889,2590-0889,,2590-0889
Multimodal Technologies and Interaction,,,,,843.08,,2414-4088,,2414-4088,2414-4088
Economic Research-Ekonomska Istraživanja,,,,660.33,907.5,,1331-677X,1331-677X,1848-9664,1331-677X
International Journal of Biodiversity,566.0,,,,,,2314-4149,2314-4149,2314-4157,2314-4149
Journal of Entomology and Nematology,,123.57,,,,,2006-9855,,2006-9855,2006-9855
Hereditas,,1423.92,1357.34,1483.25,,,1601-5223,,1601-5223,0018-0661
GigaScience,664.0,1428.09,1539.09,1575.866,1900.675,,2047-217X,,2047-217X,2047-217X
Journal of Antimicrobial Agents,,1259.035,,,,,2472-1212,,2472-1212,2472-1212
Infection Ecology & Epidemiology,,,1263.815,1557.47,1381.1833333333334,,2000-8686,,2000-8686,2000-8686
Journal of Environmental Chemistry and Ecotoxicology,,,466.17,,,,2141-226X,,2141-226X,2141-226X
Dose-Response,,,,1474.79,1257.41,,1559-3258,1559-3258,1559-3258,1559-3258
Parasite Epidemiology and Control,,1334.99,2016.0,1577.44,1415.865,,2405-6731,2405-6731,,2405-6731
Vadose Zone Journal,,,,1790.5449999999994,1547.6160000000002,,1539-1663,,1539-1663,1539-1663
People and Nature,,,,1537.69,1814.57,,2575-8314,2575-8314,2575-8314,2575-8314
Limnology and Oceanography Letters,,,2233.0,2161.635,1824.175,,2378-2242,2378-2242,2378-2242,2378-2242
Veterinary Parasitology: X,,,,,2756.56,,2590-1389,2590-1389,,2590-1389
Cogent Physics,1169.0,,,,,,2331-1940,,2331-1940,2331-1940
Journal of Statistical Distributions and Applications,787.0,,,,,,2195-5832,,2195-5832,2195-5832
"Journal of Communication Disorders, Deaf Studies & Hearing Aids",,313.0,,,,,2375-4427,,2375-4427,2375-4427
Sociological Science,,590.0,519.0,233.2,,,2330-6696,,2330-6696,2330-6696
Advances in Physics: X,,987.5,1035.7942857142855,946.9466666666667,1007.205,,2374-6149,,2374-6149,2374-6149
Polar Research,,1470.47,1422.0,711.0,,,1751-8369,,1751-8369,0800-0395
"Society, Health & Vulnerability",,1541.98,1955.0,,,,2002-1518,,2002-1518,2002-1518
Polish Psychological Bulletin,,,2000.0,,,,1641-7844,,1641-7844,0079-2993
Journal of Occupational Health,,,266.0,677.0,,,1348-9585,1341-9145,1348-9585,1341-9145
Open Linguistics,,,432.5,2017.0,297.5,,2300-9969,,2300-9969,2300-9969
MedEdPublish,,,,107.02,,,2312-7996,,2312-7996,2312-7996
BMJ Paediatrics Open,,,,1357.0628571428572,1095.52,,2399-9772,,2399-9772,2399-9772
Journal of Analytical Methods in Chemistry,,,,1310.46,,,2090-8865,2090-8865,2090-8873,2090-8873
Collabra: Psychology,,,886.93,788.7760000000002,1037.0114285714283,1058.135,2474-7394,,2474-7394,2474-7394
General Internal Medicine and Clinical Innovations,,,,1599.17,,,2397-5237,,2397-5237,2397-5237
Ideas in Ecology and Evolution,,,,173.84,,,1918-3178,,1918-3178,1918-3178
"Bijdragen tot de taal-, land- en volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia",,,,1950.0,,,0006-2294,0006-2294,2213-4379,0006-2294
Journal of Language Contact,,,,1995.0,,,1877-4091,,1877-4091,1955-2629
BARN - Forskning om barn og barndom i Norden,,,,213.74,,,2535-5449,0800-1669,2535-5449,0800-1669
Journal of Education and Training Studies,,,,347.68,,,2324-8068,2324-805X,2324-8068,2324-805X
Open Archaeology,,,,350.0,,,2300-6560,,2300-6560,2300-6560
Glossa: a journal of general linguistics,,,376.37,542.2840000000001,424.5983333333333,,2397-1835,,2397-1835,2397-1835
Inorganics,,,180.02,367.13250000000005,310.81,,2304-6740,,2304-6740,2304-6740
Journal of Aquaculture & Marine Biology,,,,460.14,,,2378-3184,,2378-3184,2378-3184
Open Journal of Stomatology,,,,830.33,,,2160-8709,2160-8709,2160-8717,2160-8709
Current Zoology,,,,,1293.695,,1674-5507,1674-5507,2396-9814,1674-5507
Geosphere,,,,1565.0,1655.0766666666668,,1553-040X,1553-040X,1553-040X,1553-040X
"Arctic, Antarctic, and Alpine Research",,542.84,2016.0,2016.0,1639.696666666667,1904.0,1523-0430,1523-0430,1938-4246,1523-0430
Journal of the Meteorological Society of Japan. Ser. II,,,,,1817.77,,0026-1165,0026-1165,2186-9057,0026-1165
Life Science Alliance,,,,2218.938333333333,2114.782222222222,,2575-1077,,2575-1077,2575-1077
Evolution Letters,,,1623.0,1658.44,2070.056666666667,,2056-3744,,,2056-3744
Journal of Montessori Research & Education,,,,,348.94,,2002-3375,,2002-3375,2002-3375
English Language Teaching,,,,,357.22,,1916-4750,1916-4742,1916-4750,1916-4742
International Journal of Environmental Sciences & Natural Resources,,,,,387.51,,2572-1119,,2572-1119,2572-1119
International Journal of Emerging Technologies in Learning (iJET),,,,,360.485,,1863-0383,,1863-0383,1863-0383
Open Quaternary,,,,,470.97,,2055-298X,,2055-298X,2055-298X
The European Journal of Educational Sciences,,,,,97.06,,1857-6036,,1857-6036,1857-6036
Journal of Enzyme Inhibition and Medicinal Chemistry,,662.0,1492.0,1957.875,1055.0,,1475-6366,1475-6366,1475-6374,1475-6366
Case Reports in Neurology,,321.0,499.31,,,,1662-680X,,1662-680X,1662-680X
Upsala Journal of Medical Sciences,2132.0,,,,,,0300-9734,0300-9734,2000-1967,0300-9734
Wind Energy Science,,,1267.3,1336.3445454545454,1125.978,1724.31,2366-7451,,2366-7451,2366-7443
Advances in Orthopedics,,,1051.08,,,,2090-3464,2090-3464,2090-3472,2090-3464
Technical Innovations & Patient Support in Radiation Oncology,,,1144.07,,,,2405-6324,2405-6324,,2405-6324
Clinical Neurophysiology Practice,,1260.0,980.6033333333335,1517.25,,,2467-981X,2467-981X,,2467-981X
Metabolic Engineering Communications,,,1521.895,1419.69,1689.8,,2214-0301,2214-0301,,2214-0301
Journal of Open Research Software,,362.74,132.99666666666667,227.05333333333337,336.2033333333334,,2049-9647,,2049-9647,2049-9647
Tumor Biology,,,1545.08,1378.005,,,1010-4283,1010-4283,1423-0380,1010-4283
Journal of Marine Science and Engineering,,,307.48285714285714,271.11,333.785,,2077-1312,,2077-1312,2077-1312
RNA & DISEASE,,,625.43,,,,2375-2467,,2375-2467,2375-2467
International Journal of Breast Cancer,,,983.52,,,,2090-3170,2090-3170,2090-3189,2090-3189
Burns Open,,,,1241.35,,,2468-9122,2468-9122,,2468-9122
Addiction Science & Clinical Practice,,1558.53,1488.96,1265.17,,,1940-0640,,1940-0640,1940-0632
"Drug, Healthcare and Patient Safety",,,,1519.16,,,1179-1365,,1179-1365,1179-1365
Communications Physics,,,,2003.8246153846155,2267.4700000000007,,2399-3650,,2399-3650,2399-3650
Clinical and Molecular Allergy,,,1745.0,1927.2,,,1476-7961,,1476-7961,1476-7961
Axioms,,,,295.6333333333333,277.0,,2075-1680,,2075-1680,2075-1680
Journal of Conflict Resolution,,,,2645.24,,,0022-0027,0022-0027,1552-8766,0022-0027
Molecular Oncology,,,2788.403333333333,1832.24,2569.985,,1574-7891,1574-7891,,1574-7891
Microbiology Resource Announcements,,,,670.16,1017.755,796.95,2576-098X,,2576-098X,2576-098X
BMC Biomedical Engineering,,,,,1235.7,,2524-4426,,2524-4426,2524-4426
EJNMMI Radiopharmacy and Chemistry,,,1170.96,1105.68,1357.2366666666667,,2365-421X,,2365-421X,2365-421X
Geofluids,,,,,1636.3585714285714,,1468-8115,1468-8115,1468-8123,1468-8115
Conservation Science and Practice,,,,,1553.69,1344.7,2578-4854,2578-4854,2578-4854,2578-4854
Journal of the Endocrine Society,,,,4450.48,2244.043333333333,,2472-1972,,2472-1972,2472-1972
"Maternal Health, Neonatology and Perinatology",,,,1661.24,1700.705,,2054-958X,,2054-958X,2054-958X
FASEB BioAdvances,,,,,1887.31,,2573-9832,2573-9832,2573-9832,2573-9832
European Journal of Obstetrics & Gynecology and Reproductive Biology: X,,,,,2198.37,,2590-1613,2590-1613,,2590-1613
iScience,,,,2685.844545454545,2703.8416666666667,,2589-0042,2589-0042,,2589-0042
Chemical Engineering Science: X,,,,,3037.38,,2590-1400,2590-1400,,2590-1400
International Journal of Pharmaceutics: X,,,,,3226.04,,2590-1567,2590-1567,,2590-1567
Journal of Material Science & Engineering,,,,,3404.19,,2169-0022,,2169-0022,2169-0022
Pharmaceutics,,,372.0,599.28,908.0335714285713,1675.59,1999-4923,,1999-4923,1999-4923
Cancer Genomics - Proteomics,,,,,654.19,,1109-6535,1109-6535,1790-6245,1109-6535
Healthcare Technology Letters,,,,1053.4,973.63,,2053-3713,,2053-3713,2053-3713
Journal of Powder Technology,,642.66,,,,,2090-7710,2090-7710,2090-7737,2090-7737
Case Reports in Pathology,,224.1,,,,,2090-6781,2090-6781,2090-679X,2090-679X
Journal of Polymers,,672.31,,,,,2356-7570,2356-7570,2314-6877,2314-6877
International Education Studies,,367.57,460.08,,,,1913-9039,1913-9020,1913-9039,1913-9020
Journal of Epidemiology,,302.07,677.52,,,,0917-5040,0917-5040,1349-9092,0917-5040
Educational Research and Reviews,,519.76,2016.0,462.71,,,1990-3839,,1990-3839,1990-3839
Wind Energy Science Discussions,,,1067.43,2017.0,1888.53,,2366-7621,,2366-7621,2366-7621
Mental Illness,,,714.0,,,,2036-7465,2036-7457,2036-7465,2036-7457
Journal of Neurology and Neuromedicine,,831.94,1130.4366666666667,,,,2572-942X,,2572-942X,2572-942X
GMS Journal for Medical Education,,75.0,,,,,2366-5017,,2366-5017,2366-5017
AERA Open,,209.32,213.74,194.74,190.9633333333333,,2332-8584,2332-8584,2332-8584,2332-8584
Journal of Gastrointestinal & Digestive System,,1915.41,,,,,2161-069X,,2161-069X,2161-069X
Journal of Hymenoptera Research,,340.34,,,,,1314-2607,1070-9428,1314-2607,1070-9428
Molbank,,211.25,291.0,,,,1422-8599,,1422-8599,1422-8599
Journal of Applied Animal Research,,,523.6,,,,0971-2119,0971-2119,0974-1844,0971-2119
International Journal of Business and Management,218.89,2015.0,2015.0,260.19,,,1833-8119,1833-3850,1833-8119,1833-3850
Journal of Inflammation Research,1271.86,2015.0,2015.0,1882.0,1999.0,,1178-7031,,1178-7031,1178-7031
Journal of Agricultural Chemistry and Environment,,400.32,,,,,2325-7458,2325-7458,2325-744X,2325-7458
Journal of Physical Mathematics,,483.57,,,,,2090-0902,,2090-0902,2090-0899
Economics Research International,,900.22,,,,,2090-2123,2090-2123,2090-2131,2090-2131
Psychology Research and Behavior Management,1361.82,1700.89,1658.035,2092.02,,,1179-1578,,1179-1578,1179-1578
The Open Journal of Occupational Therapy,,291.49,,,,,2168-6408,,2168-6408,2168-6408
Microbial Ecology in Health & Disease,,1615.5,1810.0,,,,1651-2235,,1651-2235,0891-060X
Scoliosis,,1430.36,,,,,1748-7161,,1748-7161,1748-7161
Journal of Applied Mathematics,527.4,2015.0,688.64,2015.0,1069.09,,1110-757X,1110-757X,1687-0042,1110-757X
BBA Clinical,1249.81,2015.0,900.0,,,,2214-6474,2214-6474,,2214-6474
Circuits and Systems,,645.09,,,,,2153-1285,2153-1285,2153-1293,2153-1285
International Journal of Circumpolar Health,449.05000000000007,583.6899999999998,,,,,2242-3982,,2242-3982,1239-9736
Emerging Health Threats Journal,1312.73,,,,,,1752-8550,,1752-8550,1752-8550
Arctic Review on Law and Politics,,1346.25,1089.66,,,,2387-4562,2387-4562,,1891-6252
Drugs - Real World Outcomes,,,1856.4,,,,2199-1154,2199-1154,2198-9788,2198-9788
Infection and Drug Resistance,,,1825.46,2053.295,2985.99,,1178-6973,,1178-6973,1178-6973
Toxics,,,373.53,,,,2305-6304,,2305-6304,2305-6304
Pharmacogenomics and Personalized Medicine,,,1673.14,,,,1178-7066,,1178-7066,1178-7066
Current Plant Biology,,,,1051.63,,,2214-6628,2214-6628,,2214-6628
IZA Journal of Labor Economics,,,,1552.95,,,2193-8997,,2193-8997,2193-8997
Measurement and Control,,,,,1167.53,,0020-2940,0020-2940,,0020-2940
Separations,,,,,684.9300000000002,,2297-8739,,2297-8739,2297-8739
International Journal of Agricultural and Biological Engineering,,,,,1826.305,,1934-6344,1934-6344,,1934-6352
International Journal of Integrated Care,,,1773.1866666666665,1684.64,,,1568-4156,,1568-4156,1568-4156
Open Access Journal of Contraception,,,,1713.99,,,1179-1527,,1179-1527,1179-1527
Mechanics of Advanced Materials and Modern Processes,383.88,2015.0,2015.0,2015.0,1048.65,,2198-7874,,2198-7874,2198-7874
Alzheimer's & Dementia: Translational Research & Clinical Interventions,1966.64,2015.0,2015.0,1374.525,,,2352-8737,2352-8737,,2352-8737
Geoscience Data Journal,1221.66,2015.0,2015.0,1286.95,1081.35,,2049-6060,,,2049-6060
International Journal of Clinical Medicine,890.0,1009.73,,,,,2158-284X,2158-284X,2158-2882,2158-284X
"Transactions of the American Mathematical Society, Series B",,648.81,755.67,1092.195,,,2330-0000,,2330-0000,2330-0000
Tehnicki vjesnik - Technical Gazette,,,572.5233333333333,500.0,,,1330-3651,1330-3651,1848-6339,1330-3651
Journal of Open Hardware,,,561.32,271.28,,,2514-1708,,2514-1708,2514-1708
Asian-Australasian Journal of Animal Sciences,,,479.0,,,,1011-2367,1011-2367,1976-5517,1011-2367
World Journal of Engineering and Technology,,,250.92,242.14,,,2331-4222,2331-4222,2331-4249,2331-4249
Earth Surface Dynamics,,,1326.6783333333333,1467.1675,1744.019090909091,,2196-632X,,2196-632X,2196-632X
"Geoscientific Instrumentation, Methods and Data Systems",,,752.2,599.25,,,2193-0864,,2193-0864,2193-0856
Computation,,,307.475,1039.68,501.925,,2079-3197,,2079-3197,2079-3197
Annals of Medical & Health Sciences Research,,,1625.33,,,,2277-9205,,,2141-9248
Journal of Vascular Surgery Cases and Innovative Techniques,,,547.0,437.0,,,2468-4287,2468-4287,,2468-4287
Italian Journal of Pediatrics,,,376.0,,,,1824-7288,,1824-7288,1720-8424
Veterinary Medicine International,,,650.0,,,,2090-8113,2090-8113,2042-0048,2042-0048
Journal of Maps,,,583.3666666666667,500.49199999999996,564.65,,1744-5647,,1744-5647,1744-5647
Medicinal & Aromatic Plants,,,884.0,,,,2167-0412,,2167-0412,2167-0412
Cell & Developmental Biology,,,955.0,,,,2168-9296,,2168-9296,2168-9296
Journal of Food Quality,,,1775.0,1320.42,2015.8,,0146-9428,0146-9428,1745-4557,0146-9428
Climate,,,280.31,383.77428571428567,656.7125000000002,,2225-1154,,2225-1154,2225-1154
Case Reports in Dermatological Medicine,,,425.19,,,,2090-6463,2090-6463,2090-6471,2090-6463
Journal of Medical Engineering,,,638.82,,,,2314-5129,2314-5129,2314-5137,2314-5129
Therapeutic Advances in Medical Oncology,,,1809.4,2041.97,1901.4433333333332,,1758-8340,1758-8340,1758-8359,1758-8340
Laryngoscope Investigative Otolaryngology,,,1670.65,1266.13,,,2378-8038,,,2378-8038
Materials Theory,,,971.04,971.04,,,2509-8012,,2509-8012,2509-8012
